--------------------
Worker: Wallace, level: 31, craft time coefficient: 0.41
Worker: Julia, level: 31, craft time coefficient: 0.41
Worker: Allan, level: 29, craft time coefficient: 0.43
Worker: Maribel, level: 29, craft time coefficient: 0.43
Worker: Grimar, level: 30, craft time coefficient: 0.43
Worker: Katarina, level: 29, craft time coefficient: 0.43
Worker: Freyja, level: 29, craft time coefficient: 0.43
Worker: Theodore, level: 31, craft time coefficient: 0.41
Worker: Evelyn, level: 30, craft time coefficient: 0.43
Worker: Roxanne, level: 27, craft time coefficient: 0.46
--------------------
Building IronMine, level: 16, regen rate: 22.88
Building Lumberyard, level: 16, regen rate: 22.88
Building Tannery, level: 16, regen rate: 22.88
Building Garden, level: 16, regen rate: 22.88
Building Smelter, level: 15, regen rate: 6.15
Building Sawmill, level: 15, regen rate: 6.15
Building WeaverMill, level: 15, regen rate: 6.15
Building OilPress, level: 15, regen rate: 6.15
Building EtherWell, level: 15, regen rate: 1.2
Building JewelStorehouse, level: 15, regen rate: 1.2
--------------------
             name             |           value/minute/slot            |           profit/minute/slot           |            iron/minute/slot            |            wood/minute/slot            |          leather/minute/slot           |           herbs/minute/slot            |           steel/minute/slot            |          ironwood/minute/slot          |           fabric/minute/slot           |            oils/minute/slot            |           ether/minute/slot            |           jewels/minute/slot           |               value/iron               |               value/wood               |             value/leather              |              value/herbs               |              value/steel               |             value/ironwood             |              value/fabric              |               value/oils               |              value/ether               |              value/jewels              |
         Elven Shoes          |                1651.337                |                1651.337                |                  0.0                   |                  0.0                   |                 6.275                  |                 1.901                  |                  0.0                   |                  0.0                   |                 1.141                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                263.182                 |                 868.5                  |                  0.0                   |                  0.0                   |                 1447.5                 |                  0.0                   |                  0.0                   |                  0.0                   |
        Savage Stride         |                2070.707                |                2070.707                |                  0.0                   |                  0.0                   |                 5.495                  |                 1.697                  |                  0.0                   |                  0.0                   |                 1.374                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                376.838                 |                1220.238                |                  0.0                   |                  0.0                   |                1507.353                |                  0.0                   |                  0.0                   |                  0.0                   |
         Sultan Steps         |                2106.782                |                2106.782                |                  0.0                   |                  0.0                   |                 4.156                  |                 0.739                  |                  0.0                   |                  0.0                   |                 1.339                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                506.944                 |                2851.562                |                  0.0                   |                  0.0                   |                1573.276                |                  0.0                   |                  0.0                   |                  0.0                   |
          Ninja Tabi          |                2878.788                |                2878.788                |                  0.0                   |                  0.0                   |                 4.121                  |                  0.0                   |                  0.0                   |                  0.0                   |                 1.051                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                698.529                 |                  0.0                   |                  0.0                   |                  0.0                   |                2740.385                |                  0.0                   |                  0.0                   |                  0.0                   |
       Windrunner Boots       |                3213.958                |                3213.958                |                  0.0                   |                  0.0                   |                 2.336                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.749                  |                  0.0                   |                 0.073                  |                  0.0                   |                  0.0                   |                  0.0                   |                1375.786                |                  0.0                   |                  0.0                   |                  0.0                   |                4289.216                |                  0.0                   |                43750.0                 |                  0.0                   |
        Alpine Stride         |                3292.181                |                3292.181                |                  0.0                   |                  0.0                   |                 2.047                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.551                  |                  0.0                   |                 0.072                  |                  0.0                   |                  0.0                   |                  0.0                   |                1608.187                |                  0.0                   |                  0.0                   |                  0.0                   |                5978.261                |                  0.0                   |               45833.333                |                  0.0                   |
       Drakeskin Boots        |                4458.377                |                4458.377                |                  0.0                   |                  0.0                   |                 2.173                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.747                  |                  0.0                   |                 0.111                  |                  0.0                   |                  0.0                   |                  0.0                   |                2051.282                |                  0.0                   |                  0.0                   |                  0.0                   |                5970.149                |                  0.0                   |                40000.0                 |                  0.0                   |
        Plaguewalkers         |                3982.684                |                3982.684                |                  0.0                   |                  0.0                   |                 1.912                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.536                  |                  0.0                   |                  0.12                  |                  0.0                   |                  0.0                   |                  0.0                   |                2083.333                |                  0.0                   |                  0.0                   |                  0.0                   |                7435.345                |                  0.0                   |               33173.077                |                  0.0                   |
        Shoes of Style        |                4906.205                |                4906.205                |                  0.0                   |                  0.0                   |                 1.912                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.536                  |                  0.0                   |                  0.12                  |                  0.0                   |                  0.0                   |                  0.0                   |                2566.425                |                  0.0                   |                  0.0                   |                  0.0                   |                9159.483                |                  0.0                   |               40865.385                |                  0.0                   |
        Corsair Boots         |               11111.111                |               11111.111                |                  0.0                   |                  0.0                   |                 3.409                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.97                  |                  0.0                   |                 0.264                  |                  0.0                   |                  0.0                   |                  0.0                   |                3259.698                |                  0.0                   |                  0.0                   |                  0.0                   |               11458.333                |                  0.0                   |               42013.889                |                  0.0                   |
        Wooden Shield         |                712.644                 |                712.644                 |                  0.0                   |                 9.195                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  77.5                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Heavy Buckler         |                714.286                 |                714.286                 |                  0.0                   |                 10.837                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 65.909                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
         Oaken Shield         |                1226.054                |                1226.054                |                  0.0                   |                 9.536                  |                  0.0                   |                  6.13                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                128.571                 |                  0.0                   |                 200.0                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
         Iron Shield          |                 1628.9                 |                 1628.9                 |                 5.838                  |                 9.341                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 279.0                  |                174.375                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
          Aurum Ward          |                1797.819                |                1797.819                |                  0.0                   |                 6.366                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                282.407                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
       Teardrop Shield        |                1769.75                 |                1769.75                 |                  0.0                   |                 5.692                  |                  0.0                   |                  0.0                   |                  0.0                   |                 1.168                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                310.897                 |                  0.0                   |                  0.0                   |                  0.0                   |                1515.625                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
       Imperial Scutum        |                2096.436                |                2096.436                |                  0.0                   |                 5.552                  |                  0.0                   |                  0.0                   |                  0.0                   |                 1.041                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                377.604                 |                  0.0                   |                  0.0                   |                  0.0                   |                2013.889                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Champion Vigil        |                2095.307                |                2095.307                |                 1.724                  |                  5.46                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                1215.278                |                383.772                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Mythril Aspis         |                2059.387                |                2059.387                |                  0.0                   |                 5.211                  |                  0.0                   |                  0.0                   |                 0.766                  |                 1.303                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                395.221                 |                  0.0                   |                  0.0                   |                 2687.5                 |                1580.882                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
          Wyrmguard           |                2528.736                |                2528.736                |                  0.0                   |                 3.464                  |                  0.0                   |                  0.0                   |                 0.552                  |                 0.889                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                730.088                 |                  0.0                   |                  0.0                   |                4583.333                |                2844.828                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Ancestor Totem        |                3557.745                |                3557.745                |                  0.0                   |                 2.321                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.744                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.073                  |                  0.0                   |                1533.019                |                  0.0                   |                  0.0                   |                  0.0                   |                4779.412                |                  0.0                   |                  0.0                   |                  0.0                   |                48750.0                 |
        Angelic Pavise        |                4378.763                |                4378.763                |                  0.0                   |                 2.135                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.733                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.109                  |                  0.0                   |                2051.282                |                  0.0                   |                  0.0                   |                  0.0                   |                5970.149                |                  0.0                   |                  0.0                   |                  0.0                   |                40000.0                 |
          Prometheon          |                4056.795                |                4056.795                |                  0.0                   |                 1.866                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.523                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.117                  |                  0.0                   |                2173.913                |                  0.0                   |                  0.0                   |                  0.0                   |                7758.621                |                  0.0                   |                  0.0                   |                  0.0                   |               34615.385                |
       Milesian Shield        |                4282.173                |                4282.173                |                  0.0                   |                 1.866                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.523                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.117                  |                  0.0                   |                2294.686                |                  0.0                   |                  0.0                   |                  0.0                   |                8189.655                |                  0.0                   |                  0.0                   |                  0.0                   |               36538.462                |
        Bunbun Buckler        |                4507.55                 |                4507.55                 |                  0.0                   |                 1.866                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.523                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.117                  |                  0.0                   |                2415.459                |                  0.0                   |                  0.0                   |                  0.0                   |                8620.69                 |                  0.0                   |                  0.0                   |                  0.0                   |               38461.538                |
       Luxurious Aegis        |                6007.449                |                6007.449                |                  0.0                   |                 1.762                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.497                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.12                  |                  0.0                   |                3409.091                |                  0.0                   |                  0.0                   |                  0.0                   |               12096.774                |                  0.0                   |                  0.0                   |                  0.0                   |                50000.0                 |
        Goldmane Guard        |               10840.282                |               10840.282                |                  0.0                   |                 3.298                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.938                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.256                  |                  0.0                   |                3286.638                |                  0.0                   |                  0.0                   |                  0.0                   |                11553.03                |                  0.0                   |                  0.0                   |                  0.0                   |               42361.111                |
          Iron Ring           |                847.291                 |                847.291                 |                 3.941                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 215.0                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
          Alloy Loop          |                1021.711                |                1021.711                |                 2.725                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 375.0                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
          Ruby Ring           |                1221.675                |                1221.675                |                 7.006                  |                  0.0                   |                  0.0                   |                 4.379                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                174.375                 |                  0.0                   |                  0.0                   |                 279.0                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
         Emerald Ring         |                1694.076                |                1694.076                |                 5.659                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                299.375                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
         Silver Band          |                1665.876                |                1665.876                |                  7.59                  |                  0.0                   |                  0.0                   |                 4.865                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                219.487                 |                  0.0                   |                  0.0                   |                 342.4                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
       Ring of Passion        |                 1590.4                 |                 1590.4                 |                 2.082                  |                  0.0                   |                  0.0                   |                 2.776                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                763.889                 |                  0.0                   |                  0.0                   |                572.917                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
          Noble Ring          |                1676.245                |                1676.245                |                  5.46                  |                  0.0                   |                  0.0                   |                  0.0                   |                 1.245                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                307.018                 |                  0.0                   |                  0.0                   |                  0.0                   |                1346.154                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Ring of Rhythm        |                2253.775                |                2253.775                |                 3.876                  |                  0.0                   |                  0.0                   |                  0.0                   |                 1.172                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                581.395                 |                  0.0                   |                  0.0                   |                  0.0                   |                1923.077                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Knight Signet         |                2000.851                |                2000.851                |                 5.381                  |                  0.0                   |                  0.0                   |                 3.338                  |                 1.362                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                371.835                 |                  0.0                   |                  0.0                   |                 599.49                 |                1468.75                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
       Batrachite Stone       |                2260.536                |                2260.536                |                 3.464                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.889                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                652.655                 |                  0.0                   |                  0.0                   |                  0.0                   |                2543.103                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
        Soulstone Ring        |                3139.634                |                3139.634                |                 3.519                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.88                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                892.137                 |                  0.0                   |                  0.0                   |                  0.0                   |                3568.548                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
      Ring of the Chosen      |                3648.969                |                3648.969                |                 3.308                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.827                  |                  0.0                   |                  0.0                   |                 0.535                  |                  0.0                   |                  0.0                   |                1102.941                |                  0.0                   |                  0.0                   |                  0.0                   |                4411.765                |                  0.0                   |                  0.0                   |                6818.182                |                  0.0                   |                  0.0                   |
        Brimstone Coil        |                2625.231                |                2625.231                |                 1.941                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.647                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 0.068                  |                1352.339                |                  0.0                   |                  0.0                   |                  0.0                   |                4057.018                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |               38541.667                |
        Fairfolk Band         |                3831.418                |                3831.418                |                 2.135                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.733                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 0.109                  |                1794.872                |                  0.0                   |                  0.0                   |                  0.0                   |                5223.881                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                35000.0                 |
       Dawnflower Ring        |                4282.173                |                4282.173                |                 1.866                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.523                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 0.117                  |                2294.686                |                  0.0                   |                  0.0                   |                  0.0                   |                8189.655                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |               36538.462                |
      Valedictorian Ring      |                3924.867                |                3924.867                |                 1.645                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.464                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.082                  |                  0.0                   |                2386.364                |                  0.0                   |                  0.0                   |                  0.0                   |                8467.742                |                  0.0                   |                  0.0                   |                  0.0                   |               47727.273                |                  0.0                   |
       Luxurious Signet       |                5139.707                |                5139.707                |                 1.645                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.464                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.082                  |                  0.0                   |                 3125.0                 |                  0.0                   |                  0.0                   |                  0.0                   |                11088.71                |                  0.0                   |                  0.0                   |                  0.0                   |                62500.0                 |                  0.0                   |
           Borealis           |               10717.132                |               10717.132                |                 3.183                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.905                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 0.247                  |                3367.457                |                  0.0                   |                  0.0                   |                  0.0                   |               11837.121                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |               43402.778                |
        Northwind Gem         |                9416.294                |                9416.294                |                 2.839                  |                  0.0                   |                  0.0                   |                  0.0                   |                 0.811                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 0.232                  |                3316.327                |                  0.0                   |                  0.0                   |                  0.0                   |               11607.143                |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                40625.0                 |
           Memento            |                1145.246                |                1145.246                |                 3.344                  |                  0.0                   |                 10.031                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                 342.5                  |                  0.0                   |                114.167                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
         Jade Pendant         |                1095.089                |                1095.089                |                 2.508                  |                  0.0                   |                 6.688                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                436.667                 |                  0.0                   |                 163.75                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
          Iron Bond           |                1406.897                |                1406.897                |                 5.977                  |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                235.385                 |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |                  0.0                   |
